Thời gian tạo đơn,Mã đơn hàng,Mã khách hàng,Tên khách hàng,Mã PKKH,Mô tả Phân Khúc Khách hàng,Mã nhóm hàng,Tên nhóm hàng,Mã mặt hàng,Tên mặt hàng,SL,Đơn giá,Thành tiền
1/1/2022 17:04,ORD0000040,CUZ00040,Trần Chí Linh,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,SET,Set trà,SET06,Set 10 gói trà gạo lứt 8 vị,1,35000,35000
1/1/2022 17:04,ORD0000040,CUZ00040,Trần Chí Linh,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO06,Trà nhuỵ hoa nghệ tây,1,180000,180000
1/1/2022 17:04,ORD0000040,CUZ00040,Trần Chí Linh,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
1/1/2022 17:08,ORD0000041,CUZ00041,Võ Đức Thắng,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",THO,Trà hoa,THO02,Trà hoa đậu biếc,1,68000,68000
1/1/2022 17:08,ORD0000041,CUZ00041,Võ Đức Thắng,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",THO,Trà hoa,THO03,Trà hoa cúc trắng,1,80000,80000
1/1/2022 17:12,ORD0000042,CUZ00042,Đoàn Nguyên Hiếu,B3,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (25-35 tuổi) ở Miền Bắc có nhu cầu uống trà để hỗ trợ chữa các bệnh có triệu chứng nhẹ,THO,Trà hoa,THO04,Trà nụ hoa hồng Tây Tạng,1,55000,55000
1/1/2022 17:12,ORD0000042,CUZ00042,Đoàn Nguyên Hiếu,B3,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (25-35 tuổi) ở Miền Bắc có nhu cầu uống trà để hỗ trợ chữa các bệnh có triệu chứng nhẹ,TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
1/1/2022 17:18,ORD0000043,CUZ00043,Nguyễn Hải Đăng,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,BOT,Bột,BOT01,Bột cần tây,1,40000,40000
1/1/2022 17:18,ORD0000043,CUZ00043,Nguyễn Hải Đăng,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,SET,Set trà,SET01,Set 10 gói trà nụ hoa nhài trắng,1,120000,120000
1/1/2022 17:18,ORD0000043,CUZ00043,Nguyễn Hải Đăng,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TMX,Trà mix,TMX03,Trà gạo lứt 8 vị,1,18000,18000
1/1/2022 17:18,ORD0000043,CUZ00043,Nguyễn Hải Đăng,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
1/1/2022 17:28,ORD0000044,CUZ00044,Huỳnh Tấn Hiếu,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",SET,Set trà,SET01,Set 10 gói trà nụ hoa nhài trắng,1,120000,120000
1/1/2022 17:28,ORD0000044,CUZ00044,Huỳnh Tấn Hiếu,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",SET,Set trà,SET02,Set 10 gói trà hoa đậu biếc,1,136000,136000
1/1/2022 17:40,ORD0000045,CUZ00045,Hoàng Quang Trung,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,BOT,Bột,BOT01,Bột cần tây,1,40000,40000
1/1/2022 17:40,ORD0000045,CUZ00045,Hoàng Quang Trung,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO03,Trà hoa cúc trắng,2,80000,160000
1/1/2022 18:02,ORD0000046,CUZ00046,Nguyễn Cao Minh,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",BOT,Bột,BOT01,Bột cần tây,1,40000,40000
1/1/2022 18:02,ORD0000046,CUZ00046,Nguyễn Cao Minh,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",TMX,Trà mix,TMX03,Trà gạo lứt 8 vị,1,18000,18000
1/1/2022 18:02,ORD0000046,CUZ00046,Nguyễn Cao Minh,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
1/1/2022 18:03,ORD0000047,CUZ00047,Phạm Văn Hân,C3,Người mua để uống không có mục đích cụ thể (45+),BOT,Bột,BOT01,Bột cần tây,1,40000,40000
1/1/2022 18:03,ORD0000047,CUZ00047,Phạm Văn Hân,C3,Người mua để uống không có mục đích cụ thể (45+),SET,Set trà,SET05,Set 10 gói trà dưỡng nhan,1,65000,65000
1/1/2022 18:03,ORD0000047,CUZ00047,Phạm Văn Hân,C3,Người mua để uống không có mục đích cụ thể (45+),TTC,"Trà củ, quả sấy",TTC02,Cam lát,1,45000,45000
1/1/2022 18:50,ORD0000048,CUZ00048,Trương Ngọc Khánh,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,BOT,Bột,BOT01,Bột cần tây,2,40000,80000
1/1/2022 18:50,ORD0000048,CUZ00048,Trương Ngọc Khánh,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
1/1/2022 18:50,ORD0000048,CUZ00048,Trương Ngọc Khánh,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC02,Cam lát,1,45000,45000
1/1/2022 18:58,ORD0000049,CUZ00049,Phạm Tuyết Lệ,C2,"Nhân viên văn phòng, người làm việc tự do (30 - 45 tuổi) ở miền Bắc mua để thử",BOT,Bột,BOT01,Bột cần tây,2,40000,80000
1/1/2022 18:58,ORD0000049,CUZ00049,Phạm Tuyết Lệ,C2,"Nhân viên văn phòng, người làm việc tự do (30 - 45 tuổi) ở miền Bắc mua để thử",TMX,Trà mix,TMX01,Trà dưỡng nhan,1,35000,35000
1/1/2022 19:07,ORD0000050,CUZ00050,Trần Minh Phụng,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",THO,Trà hoa,THO02,Trà hoa đậu biếc,1,68000,68000
1/1/2022 19:07,ORD0000050,CUZ00050,Trần Minh Phụng,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",THO,Trà hoa,THO05,Trà hoa Atiso,1,50000,50000
1/1/2022 19:18,ORD0000051,CUZ00051,Đỗ Thị Duyên,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TMX,Trà mix,TMX02,Trà cam sả quế,3,38000,114000
1/1/2022 19:18,ORD0000051,CUZ00051,Đỗ Thị Duyên,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TMX,Trà mix,TMX03,Trà gạo lứt 8 vị,1,18000,18000
1/1/2022 19:21,ORD0000052,CUZ00052,Nguyễn Văn Thái,A3,"Sinh viên, nhân viên văn phòng, freelancer (18-24 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến sản phẩm về trà",BOT,Bột,BOT01,Bột cần tây,1,40000,40000
1/1/2022 19:21,ORD0000052,CUZ00052,Nguyễn Văn Thái,A3,"Sinh viên, nhân viên văn phòng, freelancer (18-24 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến sản phẩm về trà",THO,Trà hoa,THO02,Trà hoa đậu biếc,1,68000,68000
1/1/2022 20:08,ORD0000053,CUZ00053,Nguyễn Thị Mỹ Lệ,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",SET,Set trà,SET03,Set 10 gói trà hoa cúc trắng,1,150000,150000
1/1/2022 20:08,ORD0000053,CUZ00053,Nguyễn Thị Mỹ Lệ,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",TMX,Trà mix,TMX02,Trà cam sả quế,1,38000,38000
1/1/2022 20:32,ORD0000054,CUZ00054,Nguyễn Thị Như Huỳnh,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,BOT,Bột,BOT01,Bột cần tây,1,40000,40000
1/1/2022 20:32,ORD0000054,CUZ00054,Nguyễn Thị Như Huỳnh,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO01,Trà nụ hoa nhài trắng,1,65000,65000
1/1/2022 20:32,ORD0000054,CUZ00054,Nguyễn Thị Như Huỳnh,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO04,Trà nụ hoa hồng Tây Tạng,1,55000,55000
1/1/2022 20:42,ORD0000055,CUZ00055,Phạm Văn Tài,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,BOT,Bột,BOT01,Bột cần tây,1,40000,40000
1/1/2022 20:42,ORD0000055,CUZ00055,Phạm Văn Tài,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,SET,Set trà,SET02,Set 10 gói trà hoa đậu biếc,1,136000,136000
1/1/2022 20:42,ORD0000055,CUZ00055,Phạm Văn Tài,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC01,Trà gừng,2,30000,60000
1/1/2022 20:58,ORD0000056,CUZ00056,Phạm Minh Trực,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",BOT,Bột,BOT01,Bột cần tây,2,40000,80000
1/1/2022 20:58,ORD0000056,CUZ00056,Phạm Minh Trực,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
1/1/2022 21:03,ORD0000057,CUZ00057,Đỗ Thanh Hải,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",BOT,Bột,BOT01,Bột cần tây,1,40000,40000
1/1/2022 21:04,ORD0000058,CUZ00058,Nguyễn Ngọc Trí,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
1/1/2022 21:04,ORD0000058,CUZ00058,Nguyễn Ngọc Trí,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC02,Cam lát,2,45000,90000
1/1/2022 21:35,ORD0000059,CUZ00059,Lê Vũ Phương,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",SET,Set trà,SET02,Set 10 gói trà hoa đậu biếc,1,136000,136000
1/1/2022 21:35,ORD0000059,CUZ00059,Lê Vũ Phương,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",SET,Set trà,SET03,Set 10 gói trà hoa cúc trắng,1,150000,150000
1/1/2022 21:35,ORD0000059,CUZ00059,Lê Vũ Phương,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
1/1/2022 21:45,ORD0000060,CUZ00060,Lê Văn Thanh,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO01,Trà nụ hoa nhài trắng,1,65000,65000
1/1/2022 21:45,ORD0000060,CUZ00060,Lê Văn Thanh,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO04,Trà nụ hoa hồng Tây Tạng,1,55000,55000
1/1/2022 21:45,ORD0000060,CUZ00060,Lê Văn Thanh,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
1/1/2022 21:48,ORD0000061,CUZ00061,Nguyễn Thành Nhân,A3,"Sinh viên, nhân viên văn phòng, freelancer (18-24 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến sản phẩm về trà",BOT,Bột,BOT01,Bột cần tây,1,40000,40000
1/1/2022 21:48,ORD0000061,CUZ00061,Nguyễn Thành Nhân,A3,"Sinh viên, nhân viên văn phòng, freelancer (18-24 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến sản phẩm về trà",THO,Trà hoa,THO02,Trà hoa đậu biếc,1,68000,68000
1/1/2022 21:48,ORD0000061,CUZ00061,Nguyễn Thành Nhân,A3,"Sinh viên, nhân viên văn phòng, freelancer (18-24 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến sản phẩm về trà",TMX,Trà mix,TMX02,Trà cam sả quế,1,38000,38000
1/1/2022 21:48,ORD0000061,CUZ00061,Nguyễn Thành Nhân,A3,"Sinh viên, nhân viên văn phòng, freelancer (18-24 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến sản phẩm về trà",TMX,Trà mix,TMX03,Trà gạo lứt 8 vị,1,18000,18000
1/1/2022 22:29,ORD0000062,CUZ00062,Nguyễn Phương Nam,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,SET,Set trà,SET06,Set 10 gói trà gạo lứt 8 vị,1,35000,35000
1/1/2022 22:29,ORD0000062,CUZ00062,Nguyễn Phương Nam,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC01,Trà gừng,2,30000,60000
1/1/2022 22:35,ORD0000063,CUZ00063,Trần Văn Điềm,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO06,Trà nhuỵ hoa nghệ tây,1,180000,180000
1/1/2022 22:35,ORD0000063,CUZ00063,Trần Văn Điềm,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC01,Trà gừng,2,30000,60000
1/1/2022 22:52,ORD0000064,CUZ00064,Nguyễn Tiến Hữu,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",SET,Set trà,SET03,Set 10 gói trà hoa cúc trắng,1,150000,150000
1/1/2022 22:52,ORD0000064,CUZ00064,Nguyễn Tiến Hữu,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",SET,Set trà,SET05,Set 10 gói trà dưỡng nhan,1,65000,65000
1/1/2022 22:52,ORD0000064,CUZ00064,Nguyễn Tiến Hữu,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",THO,Trà hoa,THO03,Trà hoa cúc trắng,1,80000,80000
1/1/2022 23:18,ORD0000065,CUZ00065,Huỳnh Anh Khôi,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",SET,Set trà,SET04,Set 10 gói trà gừng,1,50000,50000
1/1/2022 23:18,ORD0000065,CUZ00065,Huỳnh Anh Khôi,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",TTC,"Trà củ, quả sấy",TTC02,Cam lát,1,45000,45000
1/1/2022 23:18,ORD0000066,CUZ00066,Nguyễn Tuấn Anh,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",BOT,Bột,BOT01,Bột cần tây,1,40000,40000
1/1/2022 23:18,ORD0000066,CUZ00066,Nguyễn Tuấn Anh,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",TMX,Trà mix,TMX03,Trà gạo lứt 8 vị,1,18000,18000
1/1/2022 23:23,ORD0000067,CUZ00067,Lưu Cẩm Huy,B3,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (25-35 tuổi) ở Miền Bắc có nhu cầu uống trà để hỗ trợ chữa các bệnh có triệu chứng nhẹ,SET,Set trà,SET03,Set 10 gói trà hoa cúc trắng,1,150000,150000
1/1/2022 23:23,ORD0000067,CUZ00067,Lưu Cẩm Huy,B3,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (25-35 tuổi) ở Miền Bắc có nhu cầu uống trà để hỗ trợ chữa các bệnh có triệu chứng nhẹ,TMX,Trà mix,TMX03,Trà gạo lứt 8 vị,1,18000,18000
1/1/2022 23:23,ORD0000067,CUZ00067,Lưu Cẩm Huy,B3,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (25-35 tuổi) ở Miền Bắc có nhu cầu uống trà để hỗ trợ chữa các bệnh có triệu chứng nhẹ,TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
1/1/2022 23:24,ORD0000068,CUZ00068,Trương Văn Hòa,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",SET,Set trà,SET06,Set 10 gói trà gạo lứt 8 vị,1,35000,35000
1/1/2022 23:24,ORD0000068,CUZ00068,Trương Văn Hòa,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",THO,Trà hoa,THO05,Trà hoa Atiso,1,50000,50000
1/1/2022 23:27,ORD0000069,CUZ00069,Vũ Anh Khoa,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",SET,Set trà,SET04,Set 10 gói trà gừng,1,50000,50000
1/1/2022 23:27,ORD0000069,CUZ00069,Vũ Anh Khoa,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",THO,Trà hoa,THO01,Trà nụ hoa nhài trắng,1,65000,65000
1/1/2022 23:27,ORD0000069,CUZ00069,Vũ Anh Khoa,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TMX,Trà mix,TMX02,Trà cam sả quế,1,38000,38000
1/1/2022 23:28,ORD0000070,CUZ00070,Trần Thế Văn,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC01,Trà gừng,2,30000,60000
1/1/2022 23:28,ORD0000070,CUZ00070,Trần Thế Văn,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC02,Cam lát,2,45000,90000
1/2/2022 8:10,ORD0000071,CUZ00071,Võ Minh Đức,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",SET,Set trà,SET03,Set 10 gói trà hoa cúc trắng,1,150000,150000
1/2/2022 8:10,ORD0000071,CUZ00071,Võ Minh Đức,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",THO,Trà hoa,THO02,Trà hoa đậu biếc,1,68000,68000
1/2/2022 8:10,ORD0000071,CUZ00071,Võ Minh Đức,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
